RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,DateOfBirth,OpenAccountDate,CurrentAccountNumber,CreditCardAccountNumber,Balance,BalanceDate,EstimatedSalary
206,15773039,Ku,550,France,Male,1/24/1985,1/12/2019,300000015773039,CRE00000015773039T11111,0,1/1/2023,179670.31
207,15755262,McDonald,608,Spain,Female,1/8/1981,1/8/2019,300000015755262,CRE00000015755262T11111,89763.84,1/1/2023,199304.74
208,15679531,Collins,618,France,Male,1/2/1988,1/2/2017,300000015679531,CRE00000015679531T11111,134954.53,1/1/2023,151954.39
209,15684181,Hackett,643,France,Male,1/18/1977,1/25/2017,300000015684181,CRE00000015684181T11111,0,1/1/2023,142513.5
210,15612087,Dike,671,France,Male,1/5/1977,1/14/2020,300000015612087,CRE00000015612087T11111,106376.85,1/1/2023,158264.62
211,15752047,Trevisano,689,Germany,Male,1/5/1989,1/9/2020,300000015752047,CRE00000015752047T11111,161814.64,1/1/2023,169381.9
212,15624592,Tan,603,France,Male,1/5/1991,1/6/2014,300000015624592,CRE00000015624592T11111,0,1/1/2023,169915.02
213,15573152,Glassman,620,France,Female,1/2/1981,1/14/2013,300000015573152,CRE00000015573152T11111,0,1/1/2023,88852.47
214,15594917,Miller,676,France,Female,1/18/1988,1/10/2021,300000015594917,CRE00000015594917T11111,63095.01,1/1/2023,40645.81
215,15785542,Kornilova,572,Germany,Male,1/18/1996,1/16/2018,300000015785542,CRE00000015785542T11111,118287.01,1/1/2023,60427.3
216,15723488,Watson,668,Germany,Male,1/6/1975,1/9/2015,300000015723488,CRE00000015723488T11111,106854.21,1/1/2023,157959.02
217,15680920,Marchesi,695,France,Male,1/21/1976,1/4/2015,300000015680920,CRE00000015680920T11111,49512.55,1/1/2023,133007.34
218,15786308,Millar,730,Spain,Female,1/8/1989,1/11/2013,300000015786308,CRE00000015786308T11111,0,1/1/2023,176576.62
219,15659366,Shih,807,France,Male,1/21/1979,1/26/2021,300000015659366,CRE00000015659366T11111,105799.32,1/1/2023,34888.04
220,15774854,Fuller,592,France,Male,1/14/1968,1/20/2014,300000015774854,CRE00000015774854T11111,0,1/1/2023,28737.71
221,15725311,Hay,726,France,Female,1/25/1991,1/16/2013,300000015725311,CRE00000015725311T11111,114722.05,1/1/2023,98178.57
222,15787155,Yang,514,Spain,Male,1/25/1992,1/17/2015,300000015787155,CRE00000015787155T11111,0,1/1/2023,125010.24
223,15727829,McIntyre,567,France,Male,1/26/1980,1/27/2020,300000015727829,CRE00000015727829T11111,0,1/1/2023,167984.61
224,15733247,Stevenson,850,France,Male,1/4/1989,1/9/2012,300000015733247,CRE00000015733247T11111,0,1/1/2023,4861.72
225,15568748,Poole,671,Germany,Male,1/18/1977,1/26/2016,300000015568748,CRE00000015568748T11111,99564.22,1/1/2023,108872.45
226,15699029,Bagley,670,France,Male,1/12/1985,1/2/2018,300000015699029,CRE00000015699029T11111,170557.91,1/1/2023,198252.88
227,15774393,Ch'ien,694,France,Female,1/20/1992,1/1/2013,300000015774393,CRE00000015774393T11111,0,1/1/2023,26960.31
228,15676895,Cattaneo,547,Germany,Female,1/19/1983,1/21/2016,300000015676895,CRE00000015676895T11111,74596.15,1/1/2023,85746.52
229,15637753,O'Sullivan,751,Germany,Male,1/14/1972,1/21/2020,300000015637753,CRE00000015637753T11111,96888.39,1/1/2023,77206.25
230,15605461,Lucas,594,Germany,Female,1/24/1993,1/26/2019,300000015605461,CRE00000015605461T11111,130830.22,1/1/2023,61048.53
231,15808473,Ringrose,673,France,Male,1/25/1950,1/23/2021,300000015808473,CRE00000015808473T11111,0,1/1/2023,111981.19
232,15627000,Freeman,610,France,Male,1/7/1982,1/16/2022,300000015627000,CRE00000015627000T11111,0,1/1/2023,62232.6
233,15787174,Sergeyev,512,France,Female,1/17/1985,1/6/2021,300000015787174,CRE00000015787174T11111,0,1/1/2023,156105.03
234,15723886,Fiore,767,Germany,Male,1/16/2002,1/8/2019,300000015723886,CRE00000015723886T11111,119714.25,1/1/2023,150135.38
235,15704769,Smith,585,France,Female,1/2/1955,1/10/2017,300000015704769,CRE00000015704769T11111,113978.97,1/1/2023,93146.11
236,15772896,Dumetochukwu,763,Germany,Male,1/17/1980,1/8/2016,300000015772896,CRE00000015772896T11111,100160.75,1/1/2023,33462.94
237,15711540,Pacheco,712,France,Female,1/18/1993,1/3/2020,300000015711540,CRE00000015711540T11111,0,1/1/2023,144375
238,15764866,Synnot,539,Germany,Female,1/22/1979,1/20/2019,300000015764866,CRE00000015764866T11111,116220.5,1/1/2023,55803.96
239,15794056,Johnston,668,France,Female,1/6/1976,1/22/2020,300000015794056,CRE00000015794056T11111,0,1/1/2023,89048.46
240,15795149,Stevens,703,France,Male,1/18/1994,1/15/2020,300000015795149,CRE00000015795149T11111,81173.83,1/1/2023,162812.16
241,15812009,Grant,662,Spain,Male,1/2/1984,1/19/2018,300000015812009,CRE00000015812009T11111,0,1/1/2023,136259.65
242,15651001,Tsao,725,Germany,Female,1/10/1983,1/27/2017,300000015651001,CRE00000015651001T11111,116803.8,1/1/2023,124052.97
243,15813844,Barnes,703,France,Male,1/16/1985,1/3/2014,300000015813844,CRE00000015813844T11111,105961.68,1/1/2023,74158.8
244,15596175,McIntosh,659,Germany,Male,1/16/1955,1/21/2016,300000015596175,CRE00000015596175T11111,117411.6,1/1/2023,45071.09
245,15576269,Madison,523,Spain,Male,1/4/1988,1/16/2015,300000015576269,CRE00000015576269T11111,0,1/1/2023,62030.06
246,15797219,Ifesinachi,635,France,Female,1/2/1982,1/2/2012,300000015797219,CRE00000015797219T11111,123497.58,1/1/2023,131953.23
247,15685500,Glazkov,772,Germany,Male,1/14/1996,1/1/2015,300000015685500,CRE00000015685500T11111,152400.51,1/1/2023,79414
248,15599792,Dimauro,545,France,Female,1/2/1996,1/10/2021,300000015599792,CRE00000015599792T11111,0,1/1/2023,199638.56
249,15657566,Wieck,634,Germany,Male,1/2/1998,1/9/2014,300000015657566,CRE00000015657566T11111,103097.85,1/1/2023,157577.29
250,15772423,Liao,739,Germany,Male,1/12/1968,1/22/2014,300000015772423,CRE00000015772423T11111,126418.14,1/1/2023,134420.75
251,15628112,Hughes,771,Germany,Female,1/18/1986,1/21/2017,300000015628112,CRE00000015628112T11111,77846.9,1/1/2023,99805.99
252,15753754,Morrison,587,Spain,Female,1/12/1988,1/10/2021,300000015753754,CRE00000015753754T11111,0,1/1/2023,97932.68
253,15793726,Matveyeva,681,France,Female,1/4/1943,1/14/2022,300000015793726,CRE00000015793726T11111,0,1/1/2023,170968.99
254,15694717,Ku,544,Germany,Male,1/2/1985,1/3/2020,300000015694717,CRE00000015694717T11111,79731.91,1/1/2023,57558.95
255,15665834,Cheatham,696,Spain,Male,1/21/1994,1/7/2014,300000015665834,CRE00000015665834T11111,0,1/1/2023,176713.47
256,15765297,Yao,766,Spain,Male,1/6/1981,1/24/2022,300000015765297,CRE00000015765297T11111,0,1/1/2023,34283.23
257,15636684,Kirkland,727,France,Male,1/18/1988,1/20/2012,300000015636684,CRE00000015636684T11111,0,1/1/2023,198637.34
258,15592979,Rose,671,Germany,Female,1/12/1988,1/22/2016,300000015592979,CRE00000015592979T11111,37266.67,1/1/2023,156917.12
259,15750803,Jess,693,France,Female,1/9/1992,1/27/2016,300000015750803,CRE00000015750803T11111,127992.25,1/1/2023,50457.2
260,15607178,Welch,850,Germany,Male,1/7/1984,1/27/2019,300000015607178,CRE00000015607178T11111,54901.01,1/1/2023,140075.55
261,15713853,Ifeajuna,732,Germany,Male,1/4/1980,1/27/2013,300000015713853,CRE00000015713853T11111,108748.08,1/1/2023,65323.11
262,15673481,Morton,726,Spain,Female,1/25/1974,1/2/2016,300000015673481,CRE00000015673481T11111,99906.19,1/1/2023,64323.24
263,15686776,Rossi,557,France,Female,1/22/1990,1/11/2016,300000015686776,CRE00000015686776T11111,184686.41,1/1/2023,14956.44
264,15673693,Reppert,682,France,Female,1/13/1996,1/7/2022,300000015673693,CRE00000015673693T11111,110654.02,1/1/2023,111879.21
265,15700696,Kang,738,Spain,Male,1/24/1991,1/7/2013,300000015700696,CRE00000015700696T11111,79019.8,1/1/2023,18606.23
266,15813163,Ch'iu,531,Spain,Female,1/24/1986,1/9/2013,300000015813163,CRE00000015813163T11111,99240.51,1/1/2023,123137.01
267,15653857,Wallis,498,France,Male,1/11/1988,1/20/2020,300000015653857,CRE00000015653857T11111,0,1/1/2023,148528.24
268,15777076,Clark,651,France,Male,1/6/1986,1/8/2015,300000015777076,CRE00000015777076T11111,0,1/1/2023,13898.31
269,15717398,Fielding,549,Spain,Female,1/8/1983,1/9/2015,300000015717398,CRE00000015717398T11111,0,1/1/2023,81259.25
270,15799217,Zetticci,791,Germany,Female,1/10/1987,1/26/2015,300000015799217,CRE00000015799217T11111,52436.2,1/1/2023,161051.75
271,15787071,Dulhunty,650,Spain,Male,1/2/1981,1/12/2013,300000015787071,CRE00000015787071T11111,0,1/1/2023,191599.67
272,15619955,Bevington,733,Germany,Male,1/22/1988,1/3/2019,300000015619955,CRE00000015619955T11111,100337.96,1/1/2023,48559.19
273,15796505,Boyle,811,Germany,Female,1/6/1988,1/27/2021,300000015796505,CRE00000015796505T11111,149297.19,1/1/2023,186339.74
274,15725166,Newton,707,France,Male,1/14/1992,1/24/2014,300000015725166,CRE00000015725166T11111,0,1/1/2023,33159.37
275,15800116,Bowman,712,Germany,Male,1/27/1994,1/2/2018,300000015800116,CRE00000015800116T11111,145605.44,1/1/2023,93883.53
276,15758685,Dubinina,706,Spain,Female,1/23/1985,1/5/2015,300000015758685,CRE00000015758685T11111,0,1/1/2023,110899.3
277,15694456,Toscani,756,France,Male,1/20/1960,1/26/2019,300000015694456,CRE00000015694456T11111,0,1/1/2023,11199.04
278,15767339,Chiazagomekpere,777,France,Female,1/24/1969,1/16/2012,300000015767339,CRE00000015767339T11111,0,1/1/2023,189992.97
279,15683562,Allen,646,France,Male,1/11/1987,1/20/2016,300000015683562,CRE00000015683562T11111,84026.86,1/1/2023,164255.69
280,15782210,K'ung,714,France,Male,1/19/1976,1/25/2021,300000015782210,CRE00000015782210T11111,0,1/1/2023,152167.79
281,15668893,Wilsmore,782,France,Male,1/9/1983,1/21/2014,300000015668893,CRE00000015668893T11111,0,1/1/2023,33949.67
282,15669169,Hargreaves,775,Spain,Male,1/3/1993,1/18/2012,300000015669169,CRE00000015669169T11111,0,1/1/2023,68143.93
283,15643024,Huang,479,Germany,Male,1/5/1987,1/11/2018,300000015643024,CRE00000015643024T11111,138718.92,1/1/2023,47251.79
284,15699389,Ch'ien,807,France,Male,1/27/1980,1/2/2015,300000015699389,CRE00000015699389T11111,118274.71,1/1/2023,25885.72
285,15708608,Wallwork,799,France,Female,1/1/2000,1/10/2014,300000015708608,CRE00000015708608T11111,174185.98,1/1/2023,192633.85
286,15626144,Chu,675,France,Male,1/6/1982,1/25/2015,300000015626144,CRE00000015626144T11111,113208.86,1/1/2023,34577.36
287,15573112,Kang,602,Spain,Male,1/23/1993,1/21/2017,300000015573112,CRE00000015573112T11111,103907.28,1/1/2023,161229.84
288,15790678,Davidson,475,France,Female,1/26/1990,1/2/2014,300000015790678,CRE00000015790678T11111,119023.28,1/1/2023,100816.29
289,15727556,O'Donnell,744,Spain,Female,1/13/1996,1/2/2017,300000015727556,CRE00000015727556T11111,166297.89,1/1/2023,181694.44
290,15697307,Nnachetam,588,Spain,Male,1/10/1988,1/6/2012,300000015697307,CRE00000015697307T11111,0,1/1/2023,79078.91
291,15652266,Chidiebele,703,Germany,Male,1/14/1980,1/24/2013,300000015652266,CRE00000015652266T11111,63227,1/1/2023,137316.32
292,15607098,Ahmed,747,Spain,Female,1/6/1981,1/2/2017,300000015607098,CRE00000015607098T11111,94521.17,1/1/2023,194926.86
293,15655774,Booth,583,France,Male,1/13/1995,1/2/2015,300000015655774,CRE00000015655774T11111,0,1/1/2023,51285.49
294,15590241,Chuang,750,Spain,Female,1/27/1988,1/24/2013,300000015590241,CRE00000015590241T11111,112822.26,1/1/2023,150401.53
295,15785819,Shao,681,France,Male,1/23/1984,1/16/2019,300000015785819,CRE00000015785819T11111,0,1/1/2023,112491.96
296,15723654,Tsao,773,France,Male,1/17/1997,1/18/2020,300000015723654,CRE00000015723654T11111,135903.33,1/1/2023,73656.38
297,15774510,Tien,714,France,Female,1/7/1991,1/21/2018,300000015774510,CRE00000015774510T11111,125169.26,1/1/2023,106636.89
298,15684173,Chang,687,Spain,Female,1/1/1978,1/3/2015,300000015684173,CRE00000015684173T11111,0,1/1/2023,155853.52
299,15650068,Johnson,511,France,Male,1/10/1964,1/22/2022,300000015650068,CRE00000015650068T11111,149117.31,1/1/2023,162599.51
300,15811490,French,627,France,Male,1/8/1989,1/8/2017,300000015811490,CRE00000015811490T11111,0,1/1/2023,103737.82
301,15803976,Efremov,694,France,Female,1/16/1991,1/25/2012,300000015803976,CRE00000015803976T11111,0,1/1/2023,160990.27
302,15682541,Hartley,616,Spain,Female,1/4/1986,1/22/2016,300000015682541,CRE00000015682541T11111,132311.71,1/1/2023,15462.84
303,15695699,Calabrese,687,France,Male,1/10/1987,1/7/2014,300000015695699,CRE00000015695699T11111,0,1/1/2023,10334.05
304,15624188,Chiu,712,France,Female,1/11/1989,1/20/2016,300000015624188,CRE00000015624188T11111,0,1/1/2023,190686.16
305,15812191,Brennan,553,France,Male,1/10/1989,1/25/2018,300000015812191,CRE00000015812191T11111,118082.89,1/1/2023,94440.45
306,15636673,Onwuatuegwu,667,France,Male,1/13/1991,1/23/2021,300000015636673,CRE00000015636673T11111,119266.69,1/1/2023,28257.63
307,15594898,Hewitt,731,France,Male,1/19/1979,1/17/2020,300000015594898,CRE00000015594898T11111,0,1/1/2023,170034.95
308,15660211,Shih,629,Germany,Male,1/22/1987,1/24/2015,300000015660211,CRE00000015660211T11111,156847.29,1/1/2023,31824.29
309,15773972,Balashov,614,France,Male,1/13/1972,1/17/2018,300000015773972,CRE00000015773972T11111,137104.47,1/1/2023,127166.49
310,15746726,Doyle,438,Germany,Male,1/23/1991,1/26/2014,300000015746726,CRE00000015746726T11111,78398.69,1/1/2023,44937.01
311,15712287,Pokrovskii,652,France,Female,1/4/1942,1/8/2018,300000015712287,CRE00000015712287T11111,0,1/1/2023,188603.07
312,15702919,Collins,729,Germany,Male,1/20/1992,1/23/2016,300000015702919,CRE00000015702919T11111,63669.42,1/1/2023,145111.37
313,15674398,Russo,642,France,Male,1/5/1984,1/6/2019,300000015674398,CRE00000015674398T11111,0,1/1/2023,171463.83
314,15797960,Skinner,806,Germany,Female,1/21/1963,1/13/2022,300000015797960,CRE00000015797960T11111,135296.33,1/1/2023,182822.5
315,15631868,Robertson,744,Spain,Male,1/15/1986,1/12/2020,300000015631868,CRE00000015631868T11111,153804.44,1/1/2023,87213.33
316,15581539,Atkinson,474,Spain,Male,1/24/1985,1/26/2019,300000015581539,CRE00000015581539T11111,0,1/1/2023,57175.32
317,15662736,Doyle,559,France,Male,1/16/1973,1/5/2020,300000015662736,CRE00000015662736T11111,147069.78,1/1/2023,120540.83
318,15666252,Ritchie,706,Spain,Male,1/18/1980,1/13/2013,300000015666252,CRE00000015666252T11111,0,1/1/2023,28714.34
319,15677512,McEncroe,628,Spain,Female,1/1/2000,1/22/2019,300000015677512,CRE00000015677512T11111,0,1/1/2023,85426.28
320,15626114,Pearson,429,France,Male,1/20/1998,1/11/2018,300000015626114,CRE00000015626114T11111,95741.75,1/1/2023,46170.75
321,15810834,Gordon,525,Spain,Female,1/4/1965,1/19/2020,300000015810834,CRE00000015810834T11111,145965.33,1/1/2023,64448.36
322,15678910,Ts'ai,680,France,Female,1/17/1992,1/16/2014,300000015678910,CRE00000015678910T11111,141441.75,1/1/2023,16278.97
323,15694408,Lung,749,France,Male,1/7/1982,1/18/2021,300000015694408,CRE00000015694408T11111,139290.41,1/1/2023,182855.42
324,15585215,Yuan,763,France,Female,1/9/1991,1/6/2018,300000015585215,CRE00000015585215T11111,0,1/1/2023,50404.72
325,15682757,Pardey,734,France,Male,1/16/1992,1/4/2019,300000015682757,CRE00000015682757T11111,0,1/1/2023,107640.25
326,15736601,Tai,716,France,Male,1/23/1987,1/17/2018,300000015736601,CRE00000015736601T11111,144428.87,1/1/2023,134132.65
327,15601848,Scott,594,France,Male,1/15/1987,1/15/2020,300000015601848,CRE00000015601848T11111,0,1/1/2023,103480.69
328,15736008,Hunter,644,France,Female,1/8/1976,1/14/2013,300000015736008,CRE00000015736008T11111,95441.27,1/1/2023,108761.05
329,15669064,Mazzanti,671,Germany,Male,1/10/1987,1/13/2021,300000015669064,CRE00000015669064T11111,144848.74,1/1/2023,179012.3
330,15624528,L?,664,Germany,Male,1/25/1996,1/4/2015,300000015624528,CRE00000015624528T11111,116244.14,1/1/2023,95145.14
331,15598493,Beach,656,France,Male,1/12/1972,1/27/2015,300000015598493,CRE00000015598493T11111,0,1/1/2023,72143.44
332,15601274,Hsieh,667,Spain,Female,1/19/1982,1/7/2021,300000015601274,CRE00000015601274T11111,146502.07,1/1/2023,19162.89
333,15702669,Faulkner,663,Germany,Male,1/11/1978,1/7/2020,300000015702669,CRE00000015702669T11111,117028.6,1/1/2023,144680.18
334,15728669,Knowles,584,Germany,Female,1/9/1992,1/17/2014,300000015728669,CRE00000015728669T11111,112013.81,1/1/2023,177772.03
335,15742668,Day,626,Spain,Female,1/19/1985,1/23/2016,300000015742668,CRE00000015742668T11111,108269.37,1/1/2023,5597.94
336,15697441,Hsueh,485,France,Male,1/17/1993,1/23/2015,300000015697441,CRE00000015697441T11111,182123.79,1/1/2023,116828.51
337,15740476,Tsao,659,Germany,Female,1/21/1990,1/7/2019,300000015740476,CRE00000015740476T11111,150923.74,1/1/2023,174652.51
338,15648064,Kennedy,649,France,Male,1/1/1989,1/11/2020,300000015648064,CRE00000015648064T11111,0,1/1/2023,2010.98
339,15636624,Nwabugwu,805,Spain,Female,1/7/1983,1/22/2017,300000015636624,CRE00000015636624T11111,165272.13,1/1/2023,14109.85
340,15807923,Young,716,Germany,Female,1/18/1983,1/2/2012,300000015807923,CRE00000015807923T11111,115301.31,1/1/2023,43527.4
341,15745844,Kerr,642,Germany,Female,1/13/1982,1/19/2016,300000015745844,CRE00000015745844T11111,129502.49,1/1/2023,86099.23
342,15786170,Tien,659,France,Male,1/8/1991,1/1/2018,300000015786170,CRE00000015786170T11111,118342.26,1/1/2023,161574.19
343,15681081,Marrero,545,Spain,Female,1/16/1975,1/7/2017,300000015681081,CRE00000015681081T11111,0,1/1/2023,38970.14
344,15684484,White,543,France,Male,1/6/2000,1/18/2014,300000015684484,CRE00000015684484T11111,0,1/1/2023,127587.22
345,15785869,Pisano,718,France,Female,1/21/1997,1/14/2015,300000015785869,CRE00000015785869T11111,0,1/1/2023,30380.12
346,15763859,Brown,840,France,Female,1/10/1979,1/20/2015,300000015763859,CRE00000015763859T11111,0,1/1/2023,90908.95
347,15658935,Freeman,630,Germany,Female,1/7/1988,1/11/2013,300000015658935,CRE00000015658935T11111,106937.05,1/1/2023,138275.01
348,15747358,Russell,643,Germany,Male,1/4/1963,1/26/2019,300000015747358,CRE00000015747358T11111,170331.37,1/1/2023,32171.79
349,15735203,Seleznyov,654,Germany,Female,1/20/1990,1/12/2021,300000015735203,CRE00000015735203T11111,114510.85,1/1/2023,126143.23
350,15576256,Yusupova,582,France,Male,1/1/1983,1/21/2017,300000015576256,CRE00000015576256T11111,0,1/1/2023,129892.93
351,15659420,Foley,659,Spain,Male,1/3/1990,1/5/2019,300000015659420,CRE00000015659420T11111,107594.11,1/1/2023,102416.84
352,15593365,Shih,762,Spain,Male,1/17/1983,1/22/2020,300000015593365,CRE00000015593365T11111,81273.13,1/1/2023,18719.67
353,15777352,Ikedinachukwu,568,Spain,Female,1/11/1990,1/24/2015,300000015777352,CRE00000015777352T11111,169399.6,1/1/2023,61936.22
354,15812007,Power,670,Spain,Male,1/10/1997,1/1/2016,300000015812007,CRE00000015812007T11111,0,1/1/2023,78358.94
355,15625461,Amos,613,France,Female,1/9/1977,1/7/2021,300000015625461,CRE00000015625461T11111,187841.99,1/1/2023,147224.27
356,15739438,Reed,539,France,Male,1/25/1992,1/27/2022,300000015739438,CRE00000015739438T11111,0,1/1/2023,160979.66
357,15611759,Simmons,850,Spain,Female,1/9/1965,1/26/2014,300000015611759,CRE00000015611759T11111,126776.3,1/1/2023,132298.49
358,15661629,Ricci,522,Spain,Male,1/17/1988,1/12/2013,300000015661629,CRE00000015661629T11111,126436.29,1/1/2023,174248.52
359,15633950,Yen,737,France,Male,1/27/1981,1/16/2021,300000015633950,CRE00000015633950T11111,101960.74,1/1/2023,123547.28
360,15592386,Campbell,520,France,Male,1/12/1964,1/7/2019,300000015592386,CRE00000015592386T11111,0,1/1/2023,32790.02
361,15803716,West,706,Spain,Male,1/11/1994,1/25/2019,300000015803716,CRE00000015803716T11111,0,1/1/2023,181543.67
362,15696674,Robinson,643,Germany,Female,1/21/1977,1/9/2020,300000015696674,CRE00000015696674T11111,150842.93,1/1/2023,2319.96
363,15706365,Bianchi,648,France,Female,1/16/1972,1/6/2013,300000015706365,CRE00000015706365T11111,102535.57,1/1/2023,189543.19
364,15745088,Chen,443,Germany,Female,1/4/1993,1/27/2013,300000015745088,CRE00000015745088T11111,99027.61,1/1/2023,10940.4
365,15676715,Madukaego,640,France,Male,1/10/1954,1/3/2013,300000015676715,CRE00000015676715T11111,0,1/1/2023,199493.38
366,15613085,Ibrahimova,628,Spain,Female,1/2/1989,1/6/2019,300000015613085,CRE00000015613085T11111,0,1/1/2023,188193.25
367,15633537,Nolan,540,Germany,Female,1/18/1980,1/9/2013,300000015633537,CRE00000015633537T11111,87271.41,1/1/2023,172572.64
368,15594720,Scott,460,Germany,Female,1/24/1987,1/20/2014,300000015594720,CRE00000015594720T11111,102742.91,1/1/2023,189339.6
369,15684042,Blair,636,Germany,Male,1/19/1988,1/5/2020,300000015684042,CRE00000015684042T11111,40105.51,1/1/2023,53512.16
370,15583303,Monaldo,593,France,Female,1/12/1993,1/23/2020,300000015583303,CRE00000015583303T11111,152265.43,1/1/2023,34004.44
